username,tweet_raw,cluster,topik_dominan
hafsyahaqilla,"Jangan kemakan hoaks! Yang naik hanya BBM non-subsidi untuk kalangan mampu. Gas 3kg dan bensin subsidi tetap aman terkendali. Cek fakta sebelum percaya, agar hati tenang. #jagaindonesia #jagamayday2026 #mayday2026damai #prabowobersamaburuh #dialogbukankonfrontasi https://t.co/JoEVnJnPcX",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
GudangMesiu1,"BBM naik, kita yang susah dong?
Eh, tunggu.

Yang naik → BBM non-subsidi (bensin mobil mewah)
Yang aman → Pertalite &amp; LPG 3kg (bensin &amp; gas kita)

""Subsidi itu buat yang butuh, bukan buat yang mampu.""
Dan itu... masuk akal kan? 🤷
#jagaindonesia #jagagiziindonesia #negarahadir https://t.co/NuZYUMD1mQ",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
markjekardah,"emg kentut nih pemerintah, bbm non subsidi naik diem aja, dollar naik jg diem aja. gara-gara bbm naik gue hrs mengucap selamat tinggal kpd mobil yg udh menyaksikan tumbuh kembang gue SEJAK SD😭💔 ketika mobil yg lain silih berganti, dia doang yg bertahan sampe hari ini😭",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
terviralin,"Viral! Harga #BBM Non-Subsidi Naik Lagi, #Pertamina Klaim Tetap Jaga Daya #Beli #Masyarakat https://t.co/u3TiYr2Fdw",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
ChristJonas6,"@eddesign_ Data itu cuma angka2 yg bisa disetel oleh penguasa. Lihat sikon di lapangan bro. Phk dimana2, dolar makin tinggi, sgala macam dipajakin, harga sembako naik terus, bbm non subsidi naik, bbm subsidi sulit didapat, pasokan lpg berkurang, biaya pnddkan mahal etc.",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
ImbKosta,"Kok aneh ya, yang naik kan bbm non subsidi kenapa biaya angkut jadi naik kan kendaraan umum dan angkutan barang pakainya bbm subsidi.",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
cnbcindonesia,"Resmi Naik! Daftar Harga BBM Non Subsidi Pertamina, BP-VIVO per 5 Mei https://t.co/Ov9WmwynZ4",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
rgoestama,"4 Mei 2026 be like :

1. Kurs 1 USD ud nyampe Rp17.400
2. Harga bbm non subsidi termasuk solar naik
3. Kapal perang US ditembak Iran
4. Harga minyak dunia spiking lg
5. Sebagian Jawa cuaca buruk, hujan deras dan banjir

Hari sial emang gak ada di kalender, tp ya gak diborong jg",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
CilacapKekinian,"BBM Non Subsidi naik lagi Sob mulai hari ini 4 Mei 2026
Dikutip dari my Pertamina
Catatan: harga untuk wilayah DKI Jakarta, Banten, Jawa Barat, Jawa Tengah, DI Yogyakarta, Jawa Timur
 
Pertalite: Rp 10.000
• Pertamax: Rp 12.300
• Pertamax Turbo: Rp 19.900
• Pertamax Green: Rp https://t.co/7i2ghBgr44",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
cnbcindonesia,Resmi Naik! Daftar Terbaru Harga BBM Non Subsidi di Semua SPBU RI https://t.co/h6jX5cSdxm,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
Hidupsebagai62,"NEGARA NOMBOK Rp25 TRILIUN ?? KOK BISA?

Menteri Keuangan Purbaya memecat dua pejabat Direktorat Jenderal Pajak. 

Tapi masalahnya jauh lebih dalam dari sekadar dua orang itu.
Menkeu Purbaya Yudhi Sadewa memanggil wartawan dan bicara blak-blakan: 
dua pejabat pajak akan dia copot https://t.co/QH1tPeDvpj",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
Putra_Adi_YM,"[OPLOSAN]

Gay di Istana, Tolak Naik BBM Non Subsidi (mintanya BBM Subsidi yg dinaiki), Rupiah melemah otomatis jadi 1998.

Para oposan , NGO Pro Demokrasi, Anak Abah, Genk Merah pada tak suka kalau rakyatnya dibiarkan senang dengan BBM Subsidi, harus menderita &amp; chaos.",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
ruudii_h,"Beberapa kejadian atau ringkasan berita ekonomi hari ini:
1. Rupiah kembali melemah terhadap USD di tutup 17.370/USD 
2. IHSG rebound di tutup 6.971,95
3. Harga BBM Non Subsidi kembali naik.

Menurut kalian kondisi ekonomi negara kita bagaimana ? Mungkin yang anak Ekonomi atau https://t.co/uAX8FAeS1h",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
RadioElshinta,"PT Pertamina (Persero) resmi menaikkan harga sejumlah BBM non-subsidi mulai Senin, 4 Mei 2026, kenaikan berlaku untuk Pertamax Turbo, Dexlite, dan Pertamina Dex.

Di wilayah DKI Jakarta, harga Pertamax Turbo naik dari Rp19.400 menjadi Rp19.900 per liter, Dexlite meningkat dari https://t.co/tdb8v51Gy2",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
triwul82,"Kabar buruk lagi pagi ini: Per hari ini, harga BBM non-subsidi resmi naik lagi. Pertamax Turbo tembus Rp19.900, Dexlight Rp26.000, &amp; kenaikan paling gila ada di Pertamina Dex yang naik Rp4.000 jadi Rp27.900/liter.

Efek dominonya jelas: biaya angkut naik, harga pangan menyusul, https://t.co/qa2Ncf1axX",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
SuryoYEY,"@abulmuzaffar10 Waktu baca berita kemarin juga udah was - was sih, harga BBM non subsidi naik (yang RON tinggi naik nya gede), otomatis orang-orang kaya yang tadinya pake non subsidi pun bakalan beralih ke subsidi, kalo jumlah konsumennya bertambah, tapi stoknya engga, bakalan ada kelangkaan",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
KangManto123,"1.200 kapan nelayan Pati tak bisa melaut karen BBM non subsidi naik...👽👽

Gimana ini pak @prabowo https://t.co/mISjMeV6yK",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
fajaronline,"Harga BBM Non-Subsidi Naik Lagi, Dex Tembus Rp27.900: Efek ke Ongkos Hidup Mulai Terasa https://t.co/yZQc3DbELK",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
detikfinance,Harga BBM Non-Subsidi Kembali Naik Mulai Hari Ini https://t.co/XsPGErDPo2,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
TRTindonesia,"Naik lagi, ini harga terbaru BBM Pertamina non-subsidi: Pertamax Turbo Rp 19.900, Dex Rp 27.900, Dexlite Rp 26.000 berlaku per hari ini.
https://t.co/jQhKpZopvK",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
NexIDN,"@Jateng_Twit Solidaritas nelayan Pati! Harga BBM non-subsidi emang harus lebih adil buat perikanan tangkap. Biaya operasional mahal banget, hasil tangkapan malah susah naik. Semangat bro! 🇮🇩",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
NovaNauval58209,"@insidefolkative Lalu apa masalahnya? BBM memang naik, tapi harga masih stabil dan terjaga. Yang naik juga cuma yg non subsidi. Jangan lupa BBM Indonesia adalah salah satu yg termurah di Asia. Presiden Prabowo Subianto punya tujuan yg jelas agar masyarakat tetap menikmati BBM murah",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
cnbcindonesia,"Harga BBM Non Subsidi Pertamina Naik-Korban Baru Perang AS-Iran

Baca selengkapnya di 👇🏻 atau download app CNBC Indonesia di AppStore dan PlayStore!
https://t.co/ifXlaIsiW4",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
insidefolkative,"Harga BBM Non Subsidi naik per 4 Mei 2026:

Pertamax Turbo: 19.400 -&gt; 19.900
Dexlite: 23.600 -&gt; 26.000
Pertamina Dex: 23.900 -&gt; 27.900

Source: https://t.co/VTvRz6XnXZ https://t.co/bpqBte4Mho",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
majikanpenjabat,"maka...

siapa bilang BBM non subsidi naik harga ga berpengaruh ke hidup kita2 si miskin ini?

tetap pengaruh cuy karna biasanya di era minyak mahal stok BBM subsidinya yg lenyap dari pasaran, ntah disedot siapa ntah kuotanya dikurangin ntah ngucurnya ke bos mana",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
rubicnews__,"BBM Non Subsidi Kompak Naik di Seluruh SPBU per 4 Mei 2026, Ini Daftar Harganya di Pertamina, BP-AKR, Vivo dan Shell 

Klik dibawah untuk baca selengkapnya 👇🏻
https://t.co/5SVPKCoFFq",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
Jateng_Twit,"HARGA BBM NON SUBSIDI KEMBALI NAIK

Pada Senin, 4 Mei ini, terpantau Pertamina menyesuaikan harga 3 jenis BBM non subsidi. Sedangkan Pertamax dan Pertamax Green harganya tetap, begitu juga BBM subsidi Pertalite dan Bio Solar. https://t.co/nSoI6eLgTb",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
cnbcindonesia,"BBM Non-Subsidi Naik, Inflasi April Diramal Naik ke 2,72% (yoy)

Baca selengkapnya di 👇🏻 atau download app CNBC Indonesia di AppStore dan PlayStore!
https://t.co/UEJ14ShNON",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
cnbcindonesia,"Harga BBM Non Subsidi Resmi Naik, Pertamina Buka Suara

Baca selengkapnya di 👇🏻 atau download app CNBC Indonesia di AppStore dan PlayStore!
https://t.co/htjls9S5FX",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
PaltiHutabarat,"Harga Solar Naik, Nelayan Pati Berhenti Melaut dan Pelelangan Ikan Terdampak..

Kenapa yang naik BBM Non Subsidi tapi Solar di nelayan ikutan naik?! Ada yang tahu kenapa?! https://t.co/4QfzwGwtMl",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
SINDOnews,"PT Pertamina (Persero) kembali menaikkan harga bahan bakar minyak (BBM) non-subsidi pada hari ini, Senin (4/5/2026). Penyesuaian harga ini berlaku untuk sejumlah produk, di antaranya Pertamax Turbo, Dexlite, dan Pertamina Dex.

Berdasarkan informasi dari laman resmi Pertamina, https://t.co/wzvLhE2Zg8",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
AraituLaki,"NELAYAN “libur” Melaut, Gak Sanggup Beli BBM‼️

Jk semua nelayan tradisional Libur, mk stock ikan di pasaran jd Berkurang.. &amp; Harga ikan Pasti Naik! 

Masih Bilang Kenaikan Harga BBM NON SUBSIDI Tidak Pengaruhi Roda Ekonomi⁉️ 
GOBLOG mu TERJAWAB Tunai..😏 https://t.co/gXP7ewd21J",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
MisdiPriansyah4,"@KangSemproel @triwul82 @Baribis_ BBM non subsidi gak naik tapi semua kebutuhan pokok sdh naik
Ekonomi sdh jalan ditempat.
Yg paling berdampak masyarakat kelas bawah dari golongan buruh dan pedagang kecil",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
cnbcindonesia,"Harga BBM Non Subsidi Pertamina Resmi Naik, Berlaku 4 Mei 2026 https://t.co/uDfmRxoidg",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
BtxSian,"Hari kerja pertama di bulan Mei 2026, nun jauh di sana Hormuz masih di portal, akibatnya BBM non sub naik harga (mungkin yg subsidi juga) dan ada kemungkinan harga barang naik. Sementara daya beli turun. 

Tapi jika kita pernah bertahan di masa sulit saat Covid kemarin, mestinya",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
Amortalizartsz,"@BiLLRaY2019 Purbaya : Ekonomi kita mulai terlihat adanya peningkatan 8%

Aktual : 
1. Semua harga melonjak tapi gelombang PHK luar biasa. 
2. IHSG terendah se-Asia bahkan dunia YTD.
3. Rupiah ATL terhadap USD, Ringgit, SGD, Yuan, dll.
4. BBM non subsidi, gas, plastik, DLL naik
Teruskan&gt;&gt;&gt;&gt;",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
JuanJulianto2,"Gaes  berita buruk nih …. 

1 dunia di paksa unt toleran harga baru BBM &amp; LPG nantinya , LPG 12kg akan stay di 228rb, tinggal nunggu harga bbm non subsidi stay di harga brp …. 

Inilah namanya inflasi, yg buat kaya semakin kaya, yg biasa tetap di jaga jd konsumen… 

But …",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
ferizandra,"Ekonomi Indonesia Sedang Tidak Baik-Baik Saja, dan Begini Dampak Berantainya ke Semua Sektor...

Ini deretan angkanya:

💵 Dolar AS tembus Rp 17.300
📅 17 Juli jatuh tempo utang Rp 833 T
🏛️ Total utang Rp 9.658 T
💰 Bunga utang Rp 599 T
📉 IHSG anjlok ke 6.956
🏭 Harga plastik https://t.co/pTjzLriCRH",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
LambeSahamjja,"Guys, rupiah sekarang sudah di Rp17.300. 
Dan ada tiga skenario yang perlu lo pahami tentang apa yang bisa terjadi kalau situasinya terus memburuk.
Ini bukan untuk bikin panik. 
Ini untuk mempersiapkan diri.

Skenario 1: 
Rupiah di Rp18.500 Pelemahan Terkendali

Ini skenario https://t.co/R3rML2lBgi",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
KementerianESDM,"BBM NON SUBSIDI WAJAR NAIK TURUN‼️

#SobatEnergi, ngaku sultan atau cuma ngaku-ngaku? Masa BBM non-subsidi naik langsung protes, padahal mobilnya miliaran. 

BBM non-subsidi memang wajar naik turun karena mengikuti harga minyak dunia, kondisi geopolitik, dan nilai tukar rupiah. https://t.co/rTyDUgQNIx",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
KapudS640,"Cuma mau kasih tau:
💵 Dolar AS tembus Rp 17.360
📅 17 Juli jatuh tempo utang Rp 833 T
🏦 Total utang Rp 9.658 T
💰 Bunga utang Rp 599 T
📉 IHSG anjlok ke 7.129
🏭 Harga plastik naik 50%
🔥 Gas LPG non-subsidi naik 18%
⛽ BBM non-subsidi naik 40–60%

Stay strong WNI 

cc: Threads",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
hipohan,"Mertuanya utk capai kerusakan ekonomi perlu 32 tahun, menantunya gak sampai 2 tahun 😴

&gt;USD 17.300
&gt;IHSG anjlok ke 7.129
&gt;LPG non subsidi naik 18%
&gt;Utang jatuh tempo 833 T
&gt;Total utang 9.658 T
&gt;Bunga utang 599 T
&gt;BBM non subsidi naik 40-60%",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
WagimanDeep212_,"Mereka sedang menangisi :
LPG non subsidi naik 18%
BBM non subsidi naik 40-60%
Dollar 17.300
Utang jatuh tempo 833 T
Total utang 9.658 T
Bunga utang 599 T
IHSG anjlok ke 7.129 https://t.co/3zvQqUf76X",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
_pandangsudut,"@tempodotco Mint, nggak beritain keberhasilan MBG aja? apa itu rupiah melemah, IHSG anjlok, utang jatuh tempo, bunga utang, harga BBM non subsidi naik, gas LPG non subsidi naik, harga plastik naik. Cobalah, pikirkan mint. :)",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
yaniarsim,"Cuma mau kasih tau :
Dollar 17.300
Utang jatuh tempo 833 T
Total utang 9.658 T
Bunga utang 599 T
IHSG anjlok ke 7.129
LPG non subsidi naik 18%
BBM non subsidi naik 40-60%

Hidup WNI 🇲🇨 https://t.co/TIdBYvWv93",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
LambeSahamjja,"Guys, Prof. Feri Latuhihin ekonom yang sudah setahun lalu memprediksi dolar akan tembus Rp17.000 ketika belum ada yang percaya baru bicara lagi. Dan kali ini lebih keras, lebih konkret, dan lebih mengerikan dari sebelumnya.

Gue mau rangkum dan kritisi semuanya termasuk https://t.co/GvabeG1ZIM",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
ayyuputrii21,"BBM non-subsidi naik, tapi subsidi tetap dijaga sampai 2026! ⛽🔥 Biar rakyat tetap jalan &amp; ekonomi gak rem mendadak. Pemerintah coba jaga keseimbangan nih!
#BBM #Subsidi #EkonomiStabil #IndonesiaMaju https://t.co/zY1vmshquU",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
vespamatic96,YUDO SADEWA EKONOMI DIKLAIM STABIL BBM NON SUBSIDI NAIK NAMUN MASIH DISEBUT LEBIH MURAH DIBANDING NEGARA LAIN https://t.co/j7Pb3iPPuu,0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
tme2tcjsrnr,"@Katakatahatiind Dan dalam waktu 1,5 tahun bbm sudah naik berapa kali. Gongnya disaat bbm non subsidi kek pertamax malah kosong dimana-mana, dan yang tersedia cuma pertamax turbo. Dan polanya selalu sama. Dimana ada bbm naik, di situ juga paati ada yang kosong. Tai",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
AraituLaki,"Kenaikan HARGA SOLAR INDUSTRI mulai Berdampak pd Sektor Tambang.. dan PASTI mempengaruhi Harga Pd barang Laen scr Signifikan‼️

Kemana buzzer2 ToLoL yg kmaren bilang Selama Harga BBM Non Subsidi tidak naik, Ekonomi masih Aman??🤔

Itu Congor nya perlu disodok Nozzle Pertamax 🤬 https://t.co/BPwGuuVNWa",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
majalahsunday,Kabar kurang enak buat yang sering bawa motor atau mobil sendiri nih. Harga BBM non-subsidi kayak Pertamax Turbo dkk resmi naik lagi. Siap-siap buat atur ulang strategi uang jajan biar nggak boncos di akhir bulan! 💸 #UpdateBBM #MajalahSunday #InfoRemaja https://t.co/LSDm7cdYto,2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
SINDOnews,"Penutupan Selat Hormuz berpotensi memicu lonjakan harga minyak dunia yang berdampak langsung pada harga BBM, termasuk di Indonesia. 

Jalur strategis ini selama ini menjadi lintasan sekitar 20–30% distribusi minyak global, sehingga gangguan sekecil apa pun bisa langsung https://t.co/h1ijTgjAet",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
KapudS640,"Lu bayangin coba deh......
Dolar AS Tembus Rp 17300
IHSG Anjlok ke 7129
Utang Jatuh Tempo Rp 833 T
Bunga Utang Rp 599 T
Total Utang Rp 9658 T
BBM Non Subsidi Naik 40-60%
Gas LPG Non Subsidi +18%
Harga Plastik &gt;50%

Tapi anehnnya....
gaji elu kagak kemana mana 
dan disuruh",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
patinewscom,"Harga BBM Diesel Naik, Biaya Isi Full Tank Innova Reborn Tembus Rp1,3 Juta

Kenaikan harga bahan bakar minyak (BBM) non-subsidi kembali berdampak signifikan terhadap biaya operasional kendaraan diesel. Per 18 April 2026,     

#fyp #virals #jangkauanluas #innova #reborn https://t.co/6qiZGJROLO",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
KementerianESDM,"Dengan kualitas lebih tinggi dan emisi lebih rendah, BBM non-subsidi menawarkan kualitas yang lebih baik.

Ibarat penjual nasi goreng, saat harga bahan naik, harga jual pun ikut menyesuaikan.

Yuk, bijak pakai energi! 

#EnergiKita
#MasaDepanKita
#KitaMulaiCaraBaru https://t.co/FXLKs2EGgy",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
koganenohikari,"@txtdrbekasi @poccariee di tongkrongan katanye nih minbeks, yang naik tuh cuma BBM non subsidi, kagak usah terlalu mikirin beginian. kite2 nih fokus kerja ajee, ini mah biar diurusin orangnye pemerintah

begituan aja diributin kek, di tempat kerja kagak ada yanglu urusin aje minbeks /s

#sarkas #satire",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
Ioroiisme,"Kalau harga BBM non-subsidi siapapun presidennya ya bakalan naik, itu hal eksternal akibat kegoblokan Trump. Rupiah juga masih ada potensi melemah. 
Namun setidaknya, kalo presidennya bukan 02, gak ada cerita Indonesia gabung BOP &amp; gak ada itu korupsi di siang bolong lewat MBG.",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
azwar6102,"Tetap kuat, tapi rakyat bisa menilai kebohongan dibalik narasi ekonomi kita kuat. Kalau kuat kenapa dolar naik tertinggi terhadap rupiah, BBM naik, pupuk non subsidi naik, plastik naik, dan komoditas lain juga sudah naik.",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
KangSemproel,"@PribumiArema Coba dimengsen para mualaf bazzer yg kemaren puja puji dan nenangin diro bilang yg naik cuma harga BBM non subsidi.
Mereka lupa atau tak sadar efek domino kenaikan BBM nonsub
https://t.co/ju9QU1piA4",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
gangsterrandom,@bangherwin Skrg aja rupiah sdh sentuh 17225 pemerintah tenang aja pdhl keadaan sdh mengarah kedarurat cuma blom gawat gitu aja. Coba priksa apa ada barang yg gk naik krn semuanya pda naik diatas 10% ditambah BBM non subsidi amper 20ribu. Klo pemerintah gak bs ngatasi keadaan pst kolaps tuh,0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
txtangkringan,"Kenaikan harga BBM biar pun hanya untuk jenis non-subsidi,
tetap terasa buat masyarakat pengguna BBM non-subsidi.

Ongkos logistik naik,
biaya operasional dunia usaha tertekan,
dan harga barang berpotensi merambat naik.

Buat UMKM, para sopir logistik, hingga pekerja harian,
ini",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
thanksfortodayy,"Tuku mau naik harga. dan jujur, wajar banget.

Tuku claimnya pakai 100% biji kopi lokal  dari Gayo, Flores, Bali, Garut, Lintong. artinya tekanan harganya dari dalam negeri sendiri: biaya logistik antar daerah yang naik, biaya energi roasting yang ikut merangkak, nilai tukar yang",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
mbek_X,"@iyntwitt Dia kira kalo BBM non subsidi yang naik, rakyat ga ikutan ngerasain karena ga beli BBM nya.. padahal😮‍💨😮‍💨 lebih sadis efek dominonya kalo dilihat dari rantai distribusi sampe margin gesernya",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
anita_dewi19144,"BBM Non-Subsidi naik per April 2026. Pertalite &amp; Biosolar tetap! Masih mau kemakan clickbait? Utas di bawah! 👇""
​#jagaindonesia #BBMNaik #BreakingNews #EkonomiKita #CekFakta https://t.co/tCkJCFoX2S",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
